订单 ID,订单日期,发货日期,装运模式,客户 ID,客户名称,细分,城市,省/自治区,国家/地区,区域,产品 ID,类别,子类别,产品名称,销售额,数量,折扣,利润
CN-2022-091103925,2022/9/11,2022/9/15,标准级,倪爽-103925,倪爽,公司,肃州,甘肃,中国,西北,办公用-用品-10001696,办公用品,用品,"Stiletto 开信刀, 蓝色",238.392,3,0.4,-119.448
CN-2022-091105483,2022/9/11,2022/9/13,二级,杨诚-105483,杨诚,公司,厦门,福建,中国,华东,办公用-系固-10002757,办公用品,系固件,"Stockwell 按钉, 混合尺寸",53.34,1,0,26.6
CN-2022-091105483,2022/9/11,2022/9/13,二级,杨诚-105483,杨诚,公司,厦门,福建,中国,华东,办公用-标签-10002067,办公用品,标签,"Avery 运输标签, 红色",217.84,4,0,25.76
CN-2022-091105483,2022/9/11,2022/9/13,二级,杨诚-105483,杨诚,公司,厦门,福建,中国,华东,技术-电话-10004578,技术,电话,"思科 智能手机, 蓝色",1292.48,2,0,258.44
CN-2022-091123438,2022/9/11,2022/9/13,一级,陈锦-123438,陈锦,公司,大同,山西,中国,华北,办公用-纸张-10002934,办公用品,纸张,"施乐 信纸, 每包 12 个",1145.9,5,0,561.4
CN-2022-091123438,2022/9/11,2022/9/13,一级,陈锦-123438,陈锦,公司,大同,山西,中国,华北,办公用-信封-10001917,办公用品,信封,"Kraft 局间信封, 每套 50 个",656.88,3,0,78.54
CN-2022-091124870,2022/9/11,2022/9/17,标准级,施立-124870,施立伟,公司,高邮,江苏,中国,华东,技术-电话-10002340,技术,电话,"三星 耳机, 整包",205.212,1,0.4,30.772
CN-2022-091124870,2022/9/11,2022/9/17,标准级,施立-124870,施立伟,公司,高邮,江苏,中国,华东,办公用-信封-10002440,办公用品,信封,"Ames 外皮和封条, 回收",244.86,3,0,83.16
CN-2022-091197277,2022/9/11,2022/9/15,二级,朱丽-097277,朱丽丽,小型企业,兰州,甘肃,中国,西北,办公用-用品-10003797,办公用品,用品,"Acme 尺子, 蓝色",93.576,2,0.4,-32.984
CN-2022-091205613,2022/9/12,2022/9/16,标准级,徐杰-105613,徐杰,公司,胶州,山东,中国,华东,办公用-装订-10002575,办公用品,装订机,"Wilson Jones 打孔机, 耐用",137.62,1,0,63.28
CN-2022-091209021,2022/9/12,2022/9/16,标准级,潘博-109021,潘博,消费者,平顶山,河南,中国,中南,办公用-纸张-10003382,办公用品,纸张,"施乐 计划信息表, 多色",203.28,2,0,64.96
CN-2022-091213051,2022/9/12,2022/9/18,标准级,陈惠-113051,陈惠英,小型企业,揭阳,广东,中国,中南,办公用-美术-10002569,办公用品,美术,"Stanley 画布, 金属",946.96,5,0.2,260.26
CN-2022-091213051,2022/9/12,2022/9/18,标准级,陈惠-113051,陈惠英,小型企业,揭阳,广东,中国,中南,办公用-器具-10000589,办公用品,器具,"Breville 炉灶, 白色",7835.52,3,0,1096.62
CN-2022-091225421,2022/9/12,2022/9/14,一级,顾君-125421,顾君,公司,成都,四川,中国,西南,办公用-装订-10000622,办公用品,装订机,"Cardinal 打孔机, 实惠",161.28,2,0.4,-83.44
CN-2022-091292300,2022/9/12,2022/9/17,标准级,周康-092300,周康,消费者,南昌,江西,中国,华东,办公用-信封-10002784,办公用品,信封,"Kraft 搭扣信封, 红色",117.04,2,0,50.12
CN-2022-091292854,2022/9/12,2022/9/15,一级,李康-092854,李康,消费者,上海,上海,中国,华东,家具-用具-10003148,家具,用具,"Deflect-O 灯泡, 黑色",354.48,4,0,81.2
CN-2022-091292854,2022/9/12,2022/9/15,一级,李康-092854,李康,消费者,上海,上海,中国,华东,办公用-纸张-10001319,办公用品,纸张,"Eaton 令, 回收",246.96,2,0,113.4
CN-2022-091292854,2022/9/12,2022/9/15,一级,李康-092854,李康,消费者,上海,上海,中国,华东,办公用-收纳-10003434,办公用品,收纳具,"Rogers 锁柜, 金属",4916.1,5,0,343.7
CN-2022-091292854,2022/9/12,2022/9/15,一级,李康-092854,李康,消费者,上海,上海,中国,华东,技术-电话-10003014,技术,电话,"思科 智能手机, 混合尺寸",1319.08,2,0,580.16
CN-2022-091292854,2022/9/12,2022/9/15,一级,李康-092854,李康,消费者,上海,上海,中国,华东,办公用-用品-10000855,办公用品,用品,"Fiskars 剪刀, 钢",315.84,3,0,37.8
CN-2022-091292854,2022/9/12,2022/9/15,一级,李康-092854,李康,消费者,上海,上海,中国,华东,办公用-信封-10002940,办公用品,信封,"GlobeWeis 马尼拉纸信封, 每套 50 个",511.28,4,0,117.04
CN-2022-091292854,2022/9/12,2022/9/15,一级,李康-092854,李康,消费者,上海,上海,中国,华东,家具-用具-10003276,家具,用具,"Tenex 分层置放架, 优质",445.2,4,0,213.36
CN-2022-091396920,2022/9/13,2022/9/19,标准级,佘凤-096920,佘凤,公司,漯河,河南,中国,中南,技术-配件-10000166,技术,配件,"罗技 鼠标, 可编程",287.28,2,0,103.32
CN-2022-091398520,2022/9/13,2022/9/19,标准级,彭娜-098520,彭娜,消费者,文登,山东,中国,华东,家具-桌子-10000441,家具,桌子,"Barricks 圆桌, 白色",2820.72,2,0.4,-1128.4
CN-2022-091402975,2022/9/14,2022/9/21,标准级,孟虢-102975,孟虢,消费者,津市,湖南,中国,中南,办公用-标签-10000389,办公用品,标签,"Smead 合法证物标签, 白色",362.6,7,0,21.56
CN-2022-091402975,2022/9/14,2022/9/21,标准级,孟虢-102975,孟虢,消费者,津市,湖南,中国,中南,办公用-纸张-10004354,办公用品,纸张,"Enermax 备忘录便条, 每包 12 个",831.6,9,0,107.1
CN-2022-091407198,2022/9/14,2022/9/18,标准级,王霖-107198,王霖,小型企业,义乌,浙江,中国,华东,家具-椅子-10002059,家具,椅子,"SAFCO 凳子, 红色",470.232,1,0.4,-258.748
CN-2022-091413393,2022/9/14,2022/9/16,二级,柯丽-113393,柯丽,消费者,咸阳,陕西,中国,西北,办公用-信封-10002784,办公用品,信封,"Kraft 搭扣信封, 红色",409.64,7,0,175.42
CN-2022-091440141,2022/9/14,2022/9/18,标准级,韦锦-140141,韦锦,消费者,哈尔滨,黑龙江,中国,东北,家具-用具-10002645,家具,用具,"Advantus 灯泡, 耐用",239.4,3,0,0
CN-2022-091503603,2022/9/15,2022/9/18,一级,楚虢-103603,楚虢,消费者,商丘,河南,中国,中南,办公用-纸张-10003781,办公用品,纸张,"Green Bar 备忘录便条, 优质",158.2,2,0,67.76
CN-2022-091504794,2022/9/15,2022/9/18,一级,钟庆-104794,钟庆缘,小型企业,北京,北京,中国,华北,办公用-信封-10002784,办公用品,信封,"Kraft 搭扣信封, 红色",292.6,5,0,125.3
CN-2022-091504794,2022/9/15,2022/9/18,一级,钟庆-104794,钟庆缘,小型企业,北京,北京,中国,华北,家具-书架-10000904,家具,书架,"宜家 书架, 传统",572.04,1,0,62.86
CN-2022-091544443,2022/9/15,2022/9/22,标准级,麦虢-144443,麦虢,公司,本溪,辽宁,中国,东北,技术-电话-10000345,技术,电话,"苹果 充电器, 混合尺寸",3578.736,2,0.4,178.696
CN-2022-091544443,2022/9/15,2022/9/22,标准级,麦虢-144443,麦虢,公司,本溪,辽宁,中国,东北,家具-书架-10003232,家具,书架,"宜家 书库, 黑色",1021.272,1,0.4,-612.808
CN-2022-091598698,2022/9/15,2022/9/17,二级,巩晒-098698,巩晒明,小型企业,廉江,广东,中国,中南,办公用-美术-10002566,办公用品,美术,"Stanley 荧光笔, 混合尺寸",467.264,7,0.2,-47.236
CN-2022-091697642,2022/9/16,2022/9/20,标准级,夏芯-097642,夏芯,消费者,滕州,山东,中国,华东,办公用-用品-10003822,办公用品,用品,"Acme 开信刀, 蓝色",281.96,2,0,47.88
CN-2022-091702221,2022/9/17,2022/9/20,一级,巩嫒-102221,巩嫒,公司,石嘴山,宁夏,中国,西北,办公用-标签-10004207,办公用品,标签,"Novimex 有色标签, 可调",144.48,3,0,1.26
CN-2022-091721190,2022/9/17,2022/9/20,一级,麦磊-121190,麦磊,消费者,上海,上海,中国,华东,办公用-用品-10003917,办公用品,用品,"Elite 剪刀, 锯齿状",89.74,1,0,22.4
CN-2022-091721190,2022/9/17,2022/9/20,一级,麦磊-121190,麦磊,消费者,上海,上海,中国,华东,办公用-装订-10001158,办公用品,装订机,"Avery 装订机盖, 实惠",361.62,7,0,21.56
CN-2022-091721190,2022/9/17,2022/9/20,一级,麦磊-121190,麦磊,消费者,上海,上海,中国,华东,办公用-装订-10000850,办公用品,装订机,"Wilson Jones 装订机盖, 回收",107.8,2,0,19.32
CN-2022-091793005,2022/9/17,2022/9/20,一级,冯莲-093005,冯莲,公司,池州,安徽,中国,华东,办公用-收纳-10002943,办公用品,收纳具,"Smead 文件车, 蓝色",3595.2,6,0,1365.84
CN-2022-091795942,2022/9/17,2022/9/19,二级,孙荷-095942,孙荷,公司,冷水滩,湖南,中国,中南,技术-复印-10000099,技术,复印机,"Brother 个人复印机, 红色",4608.94,7,0,921.2
CN-2022-091803346,2022/9/18,2022/9/22,标准级,夏惠-103346,夏惠英,消费者,武汉,湖北,中国,中南,办公用-器具-10000222,办公用品,器具,"KitchenAid 微波炉, 银色",2612.988,3,0.4,-392.112
CN-2022-091805499,2022/9/18,2022/9/21,二级,唐欢-105499,唐欢悦,消费者,漯河,河南,中国,中南,技术-配件-10000166,技术,配件,"罗技 鼠标, 可编程",287.28,2,0,103.32
CN-2022-091839404,2022/9/18,2022/9/21,一级,邱升-139404,邱升,小型企业,恒山,黑龙江,中国,东北,技术-设备-10003952,技术,设备,"柯尼卡 卡片打印机, 白色",3240.16,4,0,31.92
CN-2022-091894608,2022/9/18,2022/9/20,一级,吕欢-094608,吕欢悦,小型企业,天津,天津,中国,华北,办公用-信封-10004907,办公用品,信封,"Ames 局间信封, 银色",887.04,4,0,88.48
CN-2022-091912370,2022/9/19,2022/9/24,标准级,付聪-112370,付聪,公司,西丰,辽宁,中国,东北,技术-电话-10004650,技术,电话,"诺基亚 音频基座, 整包",1401.372,3,0.4,140.112
CN-2022-091912370,2022/9/19,2022/9/24,标准级,付聪-112370,付聪,公司,西丰,辽宁,中国,东北,技术-复印-10004286,技术,复印机,"Hewlett 墨水, 彩色",840.672,2,0.4,-392.448
CN-2022-091925743,2022/9/19,2022/9/23,标准级,袁关-125743,袁关茵,消费者,牡丹江,黑龙江,中国,东北,技术-电话-10002069,技术,电话,"苹果 音频基座, 混合尺寸",1584.24,2,0,253.4
CN-2022-092017020,2022/9/20,2022/9/24,二级,袁丽-117020,袁丽华,公司,抚顺,辽宁,中国,东北,办公用-系固-10000170,办公用品,系固件,"Stockwell 图钉, 混合尺寸",92.232,3,0.4,-32.508
CN-2022-092022558,2022/9/20,2022/9/24,标准级,郝升-122558,郝升,消费者,广州,广东,中国,中南,技术-配件-10000668,技术,配件,"SanDisk 路由器, 可编程",9626.4,8,0,2694.72
CN-2022-092029086,2022/9/20,2022/9/24,标准级,袁平-129086,袁平,公司,威宁,贵州,中国,西南,办公用-系固-10004444,办公用品,系固件,"Stockwell 回形针, 金属",523.04,8,0,203.84
CN-2022-092085660,2022/9/20,2022/9/22,一级,吴磊-085660,吴磊,公司,北京,北京,中国,华北,办公用-收纳-10003906,办公用品,收纳具,"Fellowes 文件车, 蓝色",3203.9,5,0,63.7
CN-2022-092085660,2022/9/20,2022/9/22,一级,吴磊-085660,吴磊,公司,北京,北京,中国,华北,办公用-收纳-10001047,办公用品,收纳具,"Smead 锁柜, 蓝色",1851.92,2,0,851.76
CN-2022-092085660,2022/9/20,2022/9/22,一级,吴磊-085660,吴磊,公司,北京,北京,中国,华北,技术-电话-10002929,技术,电话,"三星 耳机, 蓝色",683.2,2,0,68.32
CN-2022-092090858,2022/9/20,2022/9/26,标准级,康丽-090858,康丽,消费者,公主岭,吉林,中国,东北,办公用-美术-10002415,办公用品,美术,"Boston 画布, 混合尺寸",424.256,2,0.2,58.296
CN-2022-092107815,2022/9/21,2022/9/27,标准级,林磊-107815,林磊,小型企业,枝城,湖北,中国,中南,技术-配件-10003629,技术,配件,"SanDisk 键盘, 可编程",232.344,1,0.4,-154.896
CN-2022-092108203,2022/9/21,2022/9/27,标准级,俞荷-108203,俞荷,消费者,金昌,甘肃,中国,西北,办公用-收纳-10000984,办公用品,收纳具,"Eldon 文件夹, 工业",733.32,9,0,292.32
CN-2022-092109899,2022/9/21,2022/9/27,标准级,柯婵-109899,柯婵,小型企业,胶州,山东,中国,华东,家具-书架-10003672,家具,书架,"Safco 书库, 传统",12733.14,7,0,2546.04
CN-2022-092109899,2022/9/21,2022/9/27,标准级,柯婵-109899,柯婵,小型企业,胶州,山东,中国,华东,技术-设备-10004928,技术,设备,"柯尼卡 打印机, 白色",7455,6,0,1416.24
CN-2022-092109899,2022/9/21,2022/9/27,标准级,柯婵-109899,柯婵,小型企业,胶州,山东,中国,华东,办公用-信封-10002940,办公用品,信封,"GlobeWeis 马尼拉纸信封, 每套 50 个",511.28,4,0,117.04
CN-2022-092130991,2022/9/21,2022/9/27,标准级,黄娜-130991,黄娜,消费者,新泰,山东,中国,华东,办公用-标签-10000477,办公用品,标签,"Avery 运输标签, 白色",387.1,7,0,127.4
CN-2022-092140966,2022/9/21,2022/9/25,标准级,钟伟-140966,钟伟,小型企业,邯郸,河北,中国,华北,办公用-信封-10001318,办公用品,信封,"GlobeWeis 搭扣信封, 回收",81.2,2,0,12.04
CN-2022-092186487,2022/9/21,2022/9/25,标准级,任婵-086487,任婵娟,公司,内江,四川,中国,西南,家具-书架-10000196,家具,书架,"Sauder 柜, 白色",947.52,2,0.4,31.36
CN-2022-092186487,2022/9/21,2022/9/25,标准级,任婵-086487,任婵娟,公司,内江,四川,中国,西南,家具-椅子-10001534,家具,椅子,"Hon 扶手椅, 红色",5119.968,4,0.4,340.928
CN-2022-092186487,2022/9/21,2022/9/25,标准级,任婵-086487,任婵娟,公司,内江,四川,中国,西南,家具-椅子-10000670,家具,椅子,"Office Star 凳子, 可调",3458.028,7,0.4,-750.092
CN-2022-092197303,2022/9/21,2022/9/26,标准级,夏惠-097303,夏惠英,消费者,新泰,山东,中国,华东,办公用-器具-10003292,办公用品,器具,"KitchenAid 微波炉, 白色",14394.8,10,0,4173.4
CN-2022-092197303,2022/9/21,2022/9/26,标准级,夏惠-097303,夏惠英,消费者,新泰,山东,中国,华东,家具-椅子-10000168,家具,椅子,"Novimex 椅垫, 每套两件",546.84,2,0,229.6
CN-2022-092212406,2022/9/22,2022/9/26,标准级,林关-112406,林关茵,消费者,永川,重庆,中国,西南,技术-复印-10003382,技术,复印机,"佳能 传真复印机, 红色",2830.464,4,0.2,-142.016
CN-2022-092212406,2022/9/22,2022/9/26,标准级,林关-112406,林关茵,消费者,永川,重庆,中国,西南,办公用-美术-10004953,办公用品,美术,"BIC 速写本, 蓝色",681.24,3,0,176.82
CN-2022-092233473,2022/9/22,2022/9/27,二级,赖芳-133473,赖芳茵,公司,诸暨,浙江,中国,华东,办公用-标签-10001867,办公用品,标签,"Smead 合法证物标签, 红色",101.92,2,0,20.16
CN-2022-092233473,2022/9/22,2022/9/27,二级,赖芳-133473,赖芳茵,公司,诸暨,浙江,中国,华东,办公用-系固-10002020,办公用品,系固件,"Advantus 橡皮筋, 金属",233.94,5,0.4,-144.76
CN-2022-092240344,2022/9/22,2022/9/26,标准级,黄康-140344,黄康,消费者,洛阳,福建,中国,华东,办公用-用品-10002441,办公用品,用品,"Fiskars 尺子, 蓝色",538.72,8,0,31.36
CN-2022-092243462,2022/9/22,2022/9/24,二级,蒋安-143462,蒋安,小型企业,鞍山,辽宁,中国,东北,技术-复印-10001141,技术,复印机,"Brother 传真复印机, 每套两件",2680.86,5,0.4,-670.74
CN-2022-092408479,2022/9/24,2022/9/25,一级,夏平-108479,夏平,消费者,肃州,甘肃,中国,西北,家具-椅子-10001116,家具,椅子,"Hon 摇椅, 红色",1097.208,3,0.4,91.308
CN-2022-092507345,2022/9/25,2022/9/29,标准级,田磊-107345,田磊,小型企业,成都,四川,中国,西南,办公用-美术-10000848,办公用品,美术,"Boston 记号笔, 整包",74.592,3,0.8,-164.388
CN-2022-092507345,2022/9/25,2022/9/29,标准级,田磊-107345,田磊,小型企业,成都,四川,中国,西南,办公用-装订-10001901,办公用品,装订机,"Cardinal 标签, 实惠",101.64,5,0.4,-24.36
CN-2022-092526704,2022/9/25,2022/9/29,标准级,范彩-126704,范彩,公司,大连,辽宁,中国,东北,办公用-信封-10003153,办公用品,信封,"Ames 商业信封, 银色",477.12,6,0,94.92
CN-2022-092526704,2022/9/25,2022/9/29,标准级,范彩-126704,范彩,公司,大连,辽宁,中国,东北,家具-书架-10000196,家具,书架,"Sauder 柜, 白色",473.76,1,0.4,15.68
CN-2022-092532436,2022/9/25,2022/9/30,标准级,陈磊-132436,陈磊,消费者,江都,江苏,中国,华东,技术-电话-10004122,技术,电话,"诺基亚 耳机, 混合尺寸",850.752,4,0.4,-241.248
CN-2022-092545370,2022/9/25,2022/9/27,一级,谭立-145370,谭立,公司,辽阳,辽宁,中国,东北,办公用-系固-10003116,办公用品,系固件,"OIC 订书钉, 每包 12 个",30.156,1,0.4,-1.624
CN-2022-092545370,2022/9/25,2022/9/27,一级,谭立-145370,谭立,公司,辽阳,辽宁,中国,东北,办公用-装订-10004167,办公用品,装订机,"Ibico 孔加固材料, 实惠",58.716,3,0.4,-38.304
CN-2022-092545370,2022/9/25,2022/9/27,一级,谭立-145370,谭立,公司,辽阳,辽宁,中国,东北,技术-复印-10000386,技术,复印机,"惠普 无线传真机, 红色",3010.644,3,0.4,-351.456
CN-2022-092545370,2022/9/25,2022/9/27,一级,谭立-145370,谭立,公司,辽阳,辽宁,中国,东北,家具-椅子-10001676,家具,椅子,"Hon 沙滩椅, 可调",533.568,4,0.4,-196.112
CN-2022-092545370,2022/9/25,2022/9/27,一级,谭立-145370,谭立,公司,辽阳,辽宁,中国,东北,办公用-器具-10002516,办公用品,器具,"KitchenAid 搅拌机, 银色",836.64,3,0.4,-362.88
CN-2022-092545370,2022/9/25,2022/9/27,一级,谭立-145370,谭立,公司,辽阳,辽宁,中国,东北,办公用-用品-10003746,办公用品,用品,"Kleencut 开信刀, 工业",80.304,1,0.4,-6.776
CN-2022-092545370,2022/9/25,2022/9/27,一级,谭立-145370,谭立,公司,辽阳,辽宁,中国,东北,办公用-装订-10002471,办公用品,装订机,"Acco 订书机, 实惠",143.052,1,0.4,-21.588
CN-2022-092545370,2022/9/25,2022/9/27,一级,谭立-145370,谭立,公司,辽阳,辽宁,中国,东北,办公用-美术-10004608,办公用品,美术,"Sanford 记号笔, 混合尺寸",49.336,2,0.8,-106.344
CN-2022-092545370,2022/9/25,2022/9/27,一级,谭立-145370,谭立,公司,辽阳,辽宁,中国,东北,办公用-标签-10003597,办公用品,标签,"Smead 文件夹标签, 可调",221.48,7,0,103.88
CN-2022-092590561,2022/9/25,2022/9/30,标准级,周康-090561,周康,消费者,成都,四川,中国,西南,技术-电话-10003642,技术,电话,"苹果 办公室电话机, 蓝色",365.568,2,0.4,18.088
CN-2022-092590561,2022/9/25,2022/9/30,标准级,周康-090561,周康,消费者,成都,四川,中国,西南,家具-书架-10004069,家具,书架,"宜家 书架, 金属",683.424,2,0.4,-444.416
CN-2022-092590561,2022/9/25,2022/9/30,标准级,周康-090561,周康,消费者,成都,四川,中国,西南,家具-椅子-10004126,家具,椅子,"Novimex 折叠椅, 黑色",223.44,1,0.4,-126.7
CN-2022-092590561,2022/9/25,2022/9/30,标准级,周康-090561,周康,消费者,成都,四川,中国,西南,办公用-收纳-10004372,办公用品,收纳具,"Eldon 盘, 单宽度",448,2,0,156.8
CN-2022-092590561,2022/9/25,2022/9/30,标准级,周康-090561,周康,消费者,成都,四川,中国,西南,家具-椅子-10004416,家具,椅子,"Novimex 折叠椅, 每套两件",236.544,1,0.4,-7.896
CN-2022-092590561,2022/9/25,2022/9/30,标准级,周康-090561,周康,消费者,成都,四川,中国,西南,办公用-纸张-10002894,办公用品,纸张,"施乐 令, 优质",491.68,4,0,48.72
CN-2022-092590561,2022/9/25,2022/9/30,标准级,周康-090561,周康,消费者,成都,四川,中国,西南,家具-椅子-10001116,家具,椅子,"Hon 摇椅, 红色",3291.624,9,0.4,273.924
CN-2022-092590561,2022/9/25,2022/9/30,标准级,周康-090561,周康,消费者,成都,四川,中国,西南,家具-桌子-10002161,家具,桌子,"Bevis 培训桌, 黑色",2501.184,4,0.6,-2751.616
CN-2022-092604295,2022/9/26,2022/9/28,二级,马惠-104295,马惠英,公司,上海,上海,中国,华东,家具-书架-10002309,家具,书架,"宜家 墙角架, 黑色",1161.16,2,0,127.68
CN-2022-092604295,2022/9/26,2022/9/28,二级,马惠-104295,马惠英,公司,上海,上海,中国,华东,办公用-器具-10000501,办公用品,器具,"Hamilton Beach 炉灶, 红色",17716.44,7,0,0
CN-2022-092612278,2022/9/26,2022/9/28,二级,贾伟-112278,贾伟,消费者,上海,上海,中国,华东,办公用-器具-10001974,办公用品,器具,"Cuisinart 咖啡研磨机, 黑色",177.52,1,0,17.64
CN-2022-092616558,2022/9/26,2022/10/1,二级,邢柏-116558,邢柏,小型企业,呼和浩特,内蒙古,中国,华北,办公用-系固-10000296,办公用品,系固件,"Stockwell 按钉, 每包 12 个",115.92,3,0.4,15.12
CN-2022-092616558,2022/9/26,2022/10/1,二级,邢柏-116558,邢柏,小型企业,呼和浩特,内蒙古,中国,华北,办公用-装订-10002115,办公用品,装订机,"Acco 打孔机, 实惠",590.352,7,0.4,-364.168
CN-2022-092616558,2022/9/26,2022/10/1,二级,邢柏-116558,邢柏,小型企业,呼和浩特,内蒙古,中国,华北,办公用-装订-10002538,办公用品,装订机,"Acco 装订机, 透明",368.172,9,0.4,-245.448
CN-2022-092687128,2022/9/26,2022/9/26,当日,唐宁-087128,唐宁,公司,南充,四川,中国,西南,办公用-用品-10000784,办公用品,用品,"Acme 修剪器, 锯齿状",115.584,1,0.4,-11.676
CN-2022-092687128,2022/9/26,2022/9/26,当日,唐宁-087128,唐宁,公司,南充,四川,中国,西南,家具-书架-10000557,家具,书架,"Sauder 搁架, 金属",1086.624,2,0.4,-471.016
CN-2022-092687128,2022/9/26,2022/9/26,当日,唐宁-087128,唐宁,公司,南充,四川,中国,西南,技术-设备-10000530,技术,设备,"冲电器 喷墨打印机, 多色",5276.88,6,0.4,-1935.36
CN-2022-092687128,2022/9/26,2022/9/26,当日,唐宁-087128,唐宁,公司,南充,四川,中国,西南,办公用-装订-10002699,办公用品,装订机,"Wilson Jones 装订机, 耐用",203.28,5,0.4,-135.52
CN-2022-092687128,2022/9/26,2022/9/26,当日,唐宁-087128,唐宁,公司,南充,四川,中国,西南,技术-配件-10001091,技术,配件,"Memorex 记忆卡, 实惠",859.068,3,0.4,-544.152
CN-2022-092687128,2022/9/26,2022/9/26,当日,唐宁-087128,唐宁,公司,南充,四川,中国,西南,办公用-装订-10002118,办公用品,装订机,"Avery 打孔机, 透明",535.668,7,0.4,-36.652
CN-2022-092695008,2022/9/26,2022/9/27,一级,周康-095008,周康,消费者,滁州,安徽,中国,华东,技术-配件-10000196,技术,配件,"罗技 闪存驱动器, 可编程",448.14,3,0,89.46
CN-2022-092695901,2022/9/26,2022/9/29,二级,廖保-095901,廖保,公司,成都,四川,中国,西南,办公用-标签-10004317,办公用品,标签,"Novimex 圆形标签, 耐用",62.16,2,0,22.96
CN-2022-092699112,2022/9/26,2022/10/3,标准级,孙辉-099112,孙辉,小型企业,深圳,广东,中国,中南,办公用-器具-10002486,办公用品,器具,"Hoover 烤面包机, 银色",393.82,1,0,153.58
CN-2022-092699112,2022/9/26,2022/10/3,标准级,孙辉-099112,孙辉,小型企业,深圳,广东,中国,中南,家具-桌子-10003557,家具,桌子,"Chromcraft 培训桌, 组装",4993.8,5,0.25,-1332.1
CN-2022-092701565,2022/9/27,2022/10/3,标准级,孟刚-101565,孟刚,公司,枣阳,湖北,中国,中南,办公用-装订-10002712,办公用品,装订机,"Ibico 标签, 实惠",74.844,3,0.4,-41.496
CN-2022-092701565,2022/9/27,2022/10/3,标准级,孟刚-101565,孟刚,公司,枣阳,湖北,中国,中南,办公用-装订-10002545,办公用品,装订机,"Wilson Jones 订书机, 实惠",959.616,7,0.4,47.236
CN-2022-092701565,2022/9/27,2022/10/3,标准级,孟刚-101565,孟刚,公司,枣阳,湖北,中国,中南,办公用-信封-10003279,办公用品,信封,"Kraft 邮寄品, 每套 50 个",527.1,3,0,47.04
CN-2022-092701565,2022/9/27,2022/10/3,标准级,孟刚-101565,孟刚,公司,枣阳,湖北,中国,中南,家具-椅子-10004186,家具,椅子,"Novimex 凳子, 可调",1402.38,3,0.4,116.76
CN-2022-092708112,2022/9/27,2022/10/2,二级,涂博-108112,涂博,消费者,滕州,山东,中国,华东,办公用-标签-10004567,办公用品,标签,"Smead 有色标签, 红色",300.3,5,0,149.8
CN-2022-092725636,2022/9/27,2022/10/1,二级,袁平-125636,袁平,公司,武汉,湖北,中国,中南,家具-书架-10002353,家具,书架,"Bush 书库, 传统",2040.192,2,0.4,203.952
CN-2022-092725636,2022/9/27,2022/10/1,二级,袁平-125636,袁平,公司,武汉,湖北,中国,中南,办公用-纸张-10000928,办公用品,纸张,"Eaton 令, 每包 12 个",286.44,2,0,91.56
CN-2022-092732523,2022/9/27,2022/9/28,一级,薛荷-132523,薛荷,公司,宝山,黑龙江,中国,东北,办公用-美术-10002471,办公用品,美术,"Boston 记号笔, 蓝色",295.344,3,0.2,55.104
CN-2022-092732523,2022/9/27,2022/9/28,一级,薛荷-132523,薛荷,公司,宝山,黑龙江,中国,东北,家具-椅子-10000341,家具,椅子,"Office Star 椅垫, 红色",921.48,3,0,36.54
CN-2022-092738408,2022/9/27,2022/10/1,标准级,韦绅-138408,韦绅,消费者,七台河,黑龙江,中国,东北,家具-用具-10001632,家具,用具,"Eldon 分层置放架, 优质",281.12,2,0,50.4
CN-2022-092738408,2022/9/27,2022/10/1,标准级,韦绅-138408,韦绅,消费者,七台河,黑龙江,中国,东北,办公用-系固-10003763,办公用品,系固件,"Advantus 图钉, 整包",317.1,5,0,72.8
CN-2022-092743580,2022/9/27,2022/9/29,一级,袁平-143580,袁平,公司,西安,陕西,中国,西北,办公用-装订-10003400,办公用品,装订机,"Acco 打孔机, 耐用",590.24,4,0,94.08
CN-2022-092750726,2022/9/27,2022/10/1,二级,陶恒-150726,陶恒,消费者,西安,陕西,中国,西北,办公用-信封-10004848,办公用品,信封,"Cameo 搭扣信封, 回收",193.9,5,0,1.4
CN-2022-092801212,2022/9/28,2022/9/30,二级,袁丽-101212,袁丽华,公司,昆明,云南,中国,西南,家具-书架-10004224,家具,书架,"Dania 书库, 白色",1702.96,1,0,561.96
CN-2022-092801212,2022/9/28,2022/9/30,二级,袁丽-101212,袁丽华,公司,昆明,云南,中国,西南,办公用-标签-10000480,办公用品,标签,"Smead 有色标签, 可调",153.3,3,0,64.26
CN-2022-092801435,2022/9/28,2022/9/30,二级,田江-101435,田江丽,公司,临沂,山东,中国,华东,家具-书架-10002369,家具,书架,"Dania 书架, 金属",2259.6,4,0,903.84
CN-2022-092809503,2022/9/28,2022/10/4,标准级,肖菊-109503,肖菊,公司,东村,山东,中国,华东,办公用-用品-10002396,办公用品,用品,"Stiletto 美工刀, 钢",495.18,3,0,168
CN-2022-092827554,2022/9/28,2022/10/1,一级,谷莲-127554,谷莲,公司,洛阳,河南,中国,中南,办公用-用品-10004143,办公用品,用品,"Kleencut 美工刀, 锯齿状",292.6,2,0,99.4
CN-2022-092827554,2022/9/28,2022/10/1,一级,谷莲-127554,谷莲,公司,洛阳,河南,中国,中南,家具-椅子-10001258,家具,椅子,"Harbour Creations 扶手椅, 可调",25995.06,13,0.1,10108.28
